invoice_id,vendor_id,vendor_name,invoice_date,due_date,amount,paid_amount,payment_date,agreed_payment_days,is_msme_vendor,msme_category,status,description
INV-0791,V048,Schaeffler India,2026-03-16,2026-04-15,126052.97,126052.97,2026-05-10,30,false,,paid,Invoice from Schaeffler India
INV-0829,V050,NTN Bearing India,2026-01-12,2026-02-26,459127.15,459127.15,2026-02-26,45,false,,paid,Invoice from NTN Bearing India
INV-0323,V016,Mishra Casting Works,2026-01-10,2026-02-24,19331.82,19331.82,2026-02-22,45,true,small,paid,Invoice from Mishra Casting Works
INV-0618,V036,Bosch India Limited,2026-02-02,2026-04-03,57973.13,57973.13,2026-04-02,60,false,,paid,Invoice from Bosch India Limited
INV-0541,V030,JSW Steel Limited,2026-01-15,2026-03-16,8380.91,8380.91,2026-04-14,60,false,,paid,Invoice from JSW Steel Limited
INV-0156,V009,Iyer Packaging Industries,2025-10-23,2025-11-22,340286.91,0.00,,30,true,small,overdue,Invoice from Iyer Packaging Industries
INV-0774,V046,SKF India Limited,2025-11-02,2026-01-01,271139.40,271139.40,2026-01-01,60,false,,paid,Invoice from SKF India Limited
INV-0794,V048,Schaeffler India,2025-10-03,2025-11-02,212587.81,212587.81,2025-10-30,30,false,,paid,Invoice from Schaeffler India
INV-0753,V045,Cummins India Ltd,2026-02-21,2026-04-07,160108.98,0.00,,45,false,,pending,Invoice from Cummins India Ltd
INV-0697,V042,Kirloskar Brothers,2025-11-04,2026-01-03,483128.62,483128.62,2025-12-31,60,false,,paid,Invoice from Kirloskar Brothers
INV-0478,V026,Mahindra & Mahindra Ltd,2025-11-20,2026-01-04,251886.06,251886.06,2026-01-04,45,false,,paid,Invoice from Mahindra & Mahindra Ltd
INV-0219,V012,Banerjee Textiles,2025-10-30,2025-11-29,69851.55,69851.55,2025-11-24,30,true,medium,paid,Invoice from Banerjee Textiles
INV-0816,V050,NTN Bearing India,2026-01-27,2026-03-13,72375.36,0.00,,45,false,,overdue,Invoice from NTN Bearing India
INV-0543,V030,JSW Steel Limited,2025-10-24,2025-12-23,10660.69,6890.90,2025-12-24,60,false,,partially_paid,Invoice from JSW Steel Limited
INV-0542,V030,JSW Steel Limited,2026-01-10,2026-03-11,477247.24,477247.24,2026-03-06,60,false,,paid,Invoice from JSW Steel Limited
INV-0817,V050,NTN Bearing India,2026-02-20,2026-04-06,81928.22,81928.22,2026-04-03,45,false,,paid,Invoice from NTN Bearing India
INV-0419,V021,Kulkarni Springs & Washers,2026-01-30,2026-03-01,146624.89,0.00,,30,true,micro,overdue,Invoice from Kulkarni Springs & Washers
INV-0523,V029,Hindustan Unilever Ltd,2026-03-18,2026-04-17,482436.79,0.00,,30,false,,pending,Invoice from Hindustan Unilever Ltd
INV-0644,V037,Havells India Ltd,2025-10-08,2025-11-07,81367.06,81367.06,2025-12-01,30,false,,paid,Invoice from Havells India Ltd
INV-0562,V032,Adani Enterprises Ltd,2025-11-19,2026-02-17,20708.76,20708.76,2026-04-08,90,false,,paid,Invoice from Adani Enterprises Ltd
INV-0734,V044,Ashok Leyland Ltd,2026-02-24,2026-03-26,366811.31,366811.31,2026-05-08,30,false,,paid,Invoice from Ashok Leyland Ltd
INV-0122,V007,Joshi Engineering Solutions,2025-11-07,2025-12-22,234952.19,178266.45,2025-12-25,45,true,small,partially_paid,Invoice from Joshi Engineering Solutions
INV-0065,V004,Reddy Industrial Supplies,2026-01-03,2026-03-04,112761.94,112761.94,2026-02-27,60,true,small,paid,Invoice from Reddy Industrial Supplies
INV-0338,V017,Pillai Electronics Assembly,2025-12-12,2026-01-11,268628.26,268628.26,2026-01-07,30,true,micro,paid,Invoice from Pillai Electronics Assembly
INV-0614,V035,ABB India Limited,2026-03-04,2026-04-18,310828.44,189064.41,2026-05-03,45,false,,partially_paid,Invoice from ABB India Limited
INV-0278,V014,Rao Hydraulics & Pneumatics,2026-01-01,2026-01-16,497984.05,497984.05,2026-01-12,,true,micro,paid,Invoice from Rao Hydraulics & Pneumatics
INV-0553,V031,Godrej Industries Ltd,2026-02-28,2026-04-14,459036.13,459036.13,2026-04-10,45,false,,paid,Invoice from Godrej Industries Ltd
INV-0775,V046,SKF India Limited,2025-12-30,2026-02-28,44115.67,0.00,,60,false,,overdue,Invoice from SKF India Limited
INV-0303,V015,Verma Welding Electrodes,2025-11-30,2025-12-30,344618.26,344618.26,2026-02-27,30,true,micro,paid,Invoice from Verma Welding Electrodes
INV-0273,V014,Rao Hydraulics & Pneumatics,2026-02-16,2026-04-02,230119.08,0.00,,,true,micro,pending,Invoice from Rao Hydraulics & Pneumatics
INV-0691,V041,Thermax Limited,2025-10-09,2025-11-08,96303.63,49699.15,2025-11-08,30,false,,partially_paid,Invoice from Thermax Limited
INV-0433,V023,Tiwari Insulation Materials,2025-11-27,2026-01-11,22225.49,22225.49,2026-01-06,45,true,medium,paid,Invoice from Tiwari Insulation Materials
INV-0635,V036,Bosch India Limited,2025-11-01,2025-12-31,169206.27,0.00,,60,false,,overdue,Invoice from Bosch India Limited
INV-0168,V009,Iyer Packaging Industries,2026-02-25,2026-03-27,143069.48,143069.48,2026-05-15,30,true,small,paid,Invoice from Iyer Packaging Industries
INV-0531,V029,Hindustan Unilever Ltd,2026-01-04,2026-02-03,438987.87,438987.87,2026-01-30,30,false,,paid,Invoice from Hindustan Unilever Ltd
INV-0341,V017,Pillai Electronics Assembly,2025-12-29,2026-01-28,290000.78,189877.86,2026-02-10,30,true,micro,partially_paid,Invoice from Pillai Electronics Assembly
INV-0222,V012,Banerjee Textiles,2025-12-30,2026-01-29,277665.31,96240.07,2026-02-24,30,true,medium,partially_paid,Invoice from Banerjee Textiles
INV-0728,V043,Escorts Limited,2026-01-15,2026-03-01,77390.50,77390.50,2026-02-28,45,false,,paid,Invoice from Escorts Limited
INV-0624,V036,Bosch India Limited,2026-03-11,2026-05-10,51282.75,51282.75,2026-06-15,60,false,,paid,Invoice from Bosch India Limited
INV-0279,V014,Rao Hydraulics & Pneumatics,2026-02-13,2026-03-15,197379.69,132554.29,2026-04-14,,true,micro,partially_paid,Invoice from Rao Hydraulics & Pneumatics
INV-0137,V008,Agarwal Electrical Systems,2026-01-02,2026-02-01,377970.19,0.00,,30,true,micro,overdue,Invoice from Agarwal Electrical Systems
INV-0479,V026,Mahindra & Mahindra Ltd,2026-02-24,2026-04-10,472890.24,472890.24,2026-04-26,45,false,,paid,Invoice from Mahindra & Mahindra Ltd
INV-0354,V018,Thakur Industrial Fasteners,2025-10-22,2026-01-20,227208.10,0.00,,90,true,small,overdue,Invoice from Thakur Industrial Fasteners
INV-0765,V046,SKF India Limited,2026-01-03,2026-03-04,324854.04,0.00,,60,false,,overdue,Invoice from SKF India Limited
INV-0850,V052,Bajaj Electricals,2025-12-19,2026-02-02,467926.99,0.00,,45,false,,overdue,Invoice from Bajaj Electricals
INV-0611,V035,ABB India Limited,2026-02-28,2026-04-14,472868.12,322576.17,2026-04-27,45,false,,partially_paid,Invoice from ABB India Limited
INV-0277,V014,Rao Hydraulics & Pneumatics,2026-01-01,2026-01-16,326373.53,326373.53,2026-01-16,,true,micro,paid,Invoice from Rao Hydraulics & Pneumatics
INV-0203,V011,Deshmukh Rubber Products,2025-10-18,2025-12-02,375734.07,166940.64,2025-12-05,45,true,small,partially_paid,Invoice from Deshmukh Rubber Products
INV-0593,V034,Siemens India Ltd,2025-10-16,2025-12-15,24576.04,24576.04,2025-12-11,60,false,,paid,Invoice from Siemens India Ltd
INV-0183,V010,Kumar Metal Works,2025-11-03,2025-11-18,67658.57,0.00,,,true,micro,overdue,Invoice from Kumar Metal Works
INV-0526,V029,Hindustan Unilever Ltd,2025-12-27,2026-01-26,146280.59,146280.59,2026-01-26,30,false,,paid,Invoice from Hindustan Unilever Ltd
INV-0708,V042,Kirloskar Brothers,2025-10-27,2025-12-26,255191.82,255191.82,2026-02-08,60,false,,paid,Invoice from Kirloskar Brothers
INV-0605,V035,ABB India Limited,2025-12-25,2026-02-08,118859.22,50261.41,2026-02-25,45,false,,partially_paid,Invoice from ABB India Limited
INV-0435,V023,Tiwari Insulation Materials,2026-03-11,2026-04-25,304521.94,235825.37,2026-05-06,45,true,medium,partially_paid,Invoice from Tiwari Insulation Materials
INV-0748,V045,Cummins India Ltd,2026-03-19,2026-05-03,110643.48,110643.48,2026-04-29,45,false,,paid,Invoice from Cummins India Ltd
INV-0006,V001,Sharma Precision Tools Pvt Ltd,2025-10-20,2025-11-19,142704.40,0.00,,30,true,micro,overdue,Invoice from Sharma Precision Tools Pvt Ltd
INV-0188,V010,Kumar Metal Works,2025-10-23,2025-11-07,316575.62,316575.62,2025-11-03,,true,micro,paid,Invoice from Kumar Metal Works
INV-0701,V042,Kirloskar Brothers,2026-02-17,2026-04-18,123093.50,123093.50,2026-04-16,60,false,,paid,Invoice from Kirloskar Brothers
INV-0595,V034,Siemens India Ltd,2026-01-01,2026-03-02,478724.78,478724.78,2026-03-01,60,false,,paid,Invoice from Siemens India Ltd
INV-0782,V047,Timken India Ltd,2025-11-06,2025-12-21,261025.31,0.00,,45,false,,overdue,Invoice from Timken India Ltd
INV-0532,V029,Hindustan Unilever Ltd,2025-10-16,2025-11-15,58113.84,0.00,,30,false,,overdue,Invoice from Hindustan Unilever Ltd
INV-0059,V004,Reddy Industrial Supplies,2026-02-24,2026-04-25,463551.66,0.00,,60,true,small,pending,Invoice from Reddy Industrial Supplies
INV-0450,V025,Reliance Industries Ltd,2026-02-14,2026-05-15,307914.44,307914.44,2026-05-13,90,false,,paid,Invoice from Reliance Industries Ltd
INV-0675,V040,Crompton Greaves,2025-10-18,2025-12-02,320899.28,320899.28,2025-12-01,45,false,,paid,Invoice from Crompton Greaves
INV-0381,V019,Saxena Tooling Solutions,2025-10-12,2025-11-11,69869.28,69869.28,2025-11-10,,true,micro,paid,Invoice from Saxena Tooling Solutions
INV-0436,V023,Tiwari Insulation Materials,2025-11-26,2026-01-10,382726.81,216137.29,2026-01-22,45,true,medium,partially_paid,Invoice from Tiwari Insulation Materials
INV-0632,V036,Bosch India Limited,2025-12-29,2026-02-27,12750.76,12750.76,2026-02-26,60,false,,paid,Invoice from Bosch India Limited
INV-0456,V025,Reliance Industries Ltd,2025-11-29,2026-02-27,253917.57,0.00,,90,false,,overdue,Invoice from Reliance Industries Ltd
INV-0043,V003,Patel Fabrication Works,2026-01-11,2026-02-25,266198.52,266198.52,2026-03-11,,true,micro,paid,Invoice from Patel Fabrication Works
INV-0049,V003,Patel Fabrication Works,2025-12-25,2026-01-09,40074.39,40074.39,2026-01-06,,true,micro,paid,Invoice from Patel Fabrication Works
INV-0472,V026,Mahindra & Mahindra Ltd,2026-02-14,2026-03-31,381529.17,381529.17,2026-04-07,45,false,,paid,Invoice from Mahindra & Mahindra Ltd
INV-0848,V052,Bajaj Electricals,2026-03-05,2026-04-19,383204.61,0.00,,45,false,,pending,Invoice from Bajaj Electricals
INV-0295,V015,Verma Welding Electrodes,2026-02-14,2026-03-16,12355.86,0.00,,30,true,micro,overdue,Invoice from Verma Welding Electrodes
INV-0795,V048,Schaeffler India,2025-12-28,2026-01-27,139272.69,139272.69,2026-01-25,30,false,,paid,Invoice from Schaeffler India
INV-0597,V034,Siemens India Ltd,2026-01-16,2026-03-17,349335.01,0.00,,60,false,,overdue,Invoice from Siemens India Ltd
INV-0313,V016,Mishra Casting Works,2026-02-26,2026-04-12,51148.90,51148.90,2026-04-07,45,true,small,paid,Invoice from Mishra Casting Works
INV-0410,V021,Kulkarni Springs & Washers,2026-03-15,2026-04-14,181761.47,181761.47,2026-04-13,30,true,micro,paid,Invoice from Kulkarni Springs & Washers
INV-0547,V030,JSW Steel Limited,2025-10-13,2025-12-12,114320.37,0.00,,60,false,,overdue,Invoice from JSW Steel Limited
INV-0149,V009,Iyer Packaging Industries,2026-01-21,2026-02-20,326821.33,0.00,,30,true,small,overdue,Invoice from Iyer Packaging Industries
INV-0321,V016,Mishra Casting Works,2025-10-27,2025-12-11,487400.57,0.00,,45,true,small,overdue,Invoice from Mishra Casting Works
INV-0024,V001,Sharma Precision Tools Pvt Ltd,2025-10-06,2025-11-05,232131.67,232131.67,2025-11-04,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0518,V028,Bharat Heavy Electricals,2025-11-17,2026-01-01,110923.47,0.00,,45,false,,overdue,Invoice from Bharat Heavy Electricals
INV-0086,V005,Mehta Polymers & Plastics,2026-03-06,2026-04-05,50687.74,50687.74,2026-04-23,30,true,medium,paid,Invoice from Mehta Polymers & Plastics
INV-0703,V042,Kirloskar Brothers,2025-10-23,2025-12-22,194936.43,194936.43,2025-12-17,60,false,,paid,Invoice from Kirloskar Brothers
INV-0258,V013,Nair Chemical Industries,2025-11-16,2025-12-16,57793.37,57793.37,2026-01-08,30,true,small,paid,Invoice from Nair Chemical Industries
INV-0369,V018,Thakur Industrial Fasteners,2026-01-06,2026-04-06,196771.20,0.00,,90,true,small,pending,Invoice from Thakur Industrial Fasteners
INV-0583,V034,Siemens India Ltd,2025-10-10,2025-12-09,340981.31,110287.69,2025-12-20,60,false,,partially_paid,Invoice from Siemens India Ltd
INV-0375,V019,Saxena Tooling Solutions,2026-02-26,2026-03-28,158243.03,73462.47,2026-04-01,,true,micro,partially_paid,Invoice from Saxena Tooling Solutions
INV-0160,V009,Iyer Packaging Industries,2025-10-26,2025-11-25,392404.50,392404.50,2025-11-22,30,true,small,paid,Invoice from Iyer Packaging Industries
INV-0847,V052,Bajaj Electricals,2026-01-15,2026-03-01,330147.89,330147.89,2026-02-24,45,false,,paid,Invoice from Bajaj Electricals
INV-0469,V025,Reliance Industries Ltd,2026-02-07,2026-05-08,222604.72,222604.72,2026-05-22,90,false,,paid,Invoice from Reliance Industries Ltd
INV-0128,V007,Joshi Engineering Solutions,2025-11-18,2026-01-02,227784.53,0.00,,45,true,small,overdue,Invoice from Joshi Engineering Solutions
INV-0751,V045,Cummins India Ltd,2025-12-01,2026-01-15,348545.35,348545.35,2026-01-30,45,false,,paid,Invoice from Cummins India Ltd
INV-0010,V001,Sharma Precision Tools Pvt Ltd,2025-10-16,2025-11-15,135937.83,135937.83,2025-11-12,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0842,V051,ITC Limited,2025-12-21,2026-01-20,456775.12,456775.12,2026-02-14,30,false,,paid,Invoice from ITC Limited
INV-0322,V016,Mishra Casting Works,2025-10-13,2025-11-27,339113.47,204993.23,2025-12-18,45,true,small,partially_paid,Invoice from Mishra Casting Works
INV-0716,V043,Escorts Limited,2026-02-21,2026-04-07,369314.41,156502.82,2026-05-04,45,false,,partially_paid,Invoice from Escorts Limited
INV-0008,V001,Sharma Precision Tools Pvt Ltd,2026-01-23,2026-02-22,478820.47,478820.47,2026-02-22,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0573,V033,Wipro Technologies Ltd,2026-03-11,2026-04-10,405691.70,405691.70,2026-05-30,30,false,,paid,Invoice from Wipro Technologies Ltd
INV-0662,V039,Voltas Limited,2026-02-02,2026-04-03,482464.44,0.00,,60,false,,pending,Invoice from Voltas Limited
INV-0368,V018,Thakur Industrial Fasteners,2025-11-27,2026-02-25,264413.93,127434.02,2026-03-26,90,true,small,partially_paid,Invoice from Thakur Industrial Fasteners
INV-0020,V001,Sharma Precision Tools Pvt Ltd,2025-10-28,2025-11-27,113709.51,113709.51,2025-11-27,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0676,V040,Crompton Greaves,2025-10-02,2025-11-16,334023.47,334023.47,2025-11-12,45,false,,paid,Invoice from Crompton Greaves
INV-0197,V011,Deshmukh Rubber Products,2026-01-19,2026-03-05,147611.92,147611.92,2026-03-02,45,true,small,paid,Invoice from Deshmukh Rubber Products
INV-0245,V013,Nair Chemical Industries,2025-11-01,2025-12-01,22770.05,22770.05,2025-11-26,30,true,small,paid,Invoice from Nair Chemical Industries
INV-0291,V015,Verma Welding Electrodes,2025-12-25,2026-01-24,388312.45,0.00,,30,true,micro,overdue,Invoice from Verma Welding Electrodes
INV-0459,V025,Reliance Industries Ltd,2026-01-06,2026-04-06,423737.18,423737.18,2026-04-01,90,false,,paid,Invoice from Reliance Industries Ltd
INV-0220,V012,Banerjee Textiles,2025-11-15,2025-12-15,65105.91,0.00,,30,true,medium,overdue,Invoice from Banerjee Textiles
INV-0223,V012,Banerjee Textiles,2026-02-18,2026-03-20,233416.71,233416.71,2026-03-19,30,true,medium,paid,Invoice from Banerjee Textiles
INV-0067,V004,Reddy Industrial Supplies,2025-10-21,2025-12-20,241010.32,0.00,,60,true,small,overdue,Invoice from Reddy Industrial Supplies
INV-0431,V023,Tiwari Insulation Materials,2025-10-07,2025-11-21,206074.06,206074.06,2026-01-08,45,true,medium,paid,Invoice from Tiwari Insulation Materials
INV-0500,V027,Larsen & Toubro Ltd,2025-10-21,2025-12-20,242822.15,242822.15,2026-02-05,60,false,,paid,Invoice from Larsen & Toubro Ltd
INV-0082,V005,Mehta Polymers & Plastics,2026-01-02,2026-02-01,466219.24,466219.24,2026-01-31,30,true,medium,paid,Invoice from Mehta Polymers & Plastics
INV-0296,V015,Verma Welding Electrodes,2026-01-18,2026-02-17,296482.20,296482.20,2026-02-15,30,true,micro,paid,Invoice from Verma Welding Electrodes
INV-0087,V005,Mehta Polymers & Plastics,2026-03-08,2026-04-07,6755.12,0.00,,30,true,medium,pending,Invoice from Mehta Polymers & Plastics
INV-0721,V043,Escorts Limited,2026-01-26,2026-03-12,407697.28,0.00,,45,false,,overdue,Invoice from Escorts Limited
INV-0441,V023,Tiwari Insulation Materials,2026-01-27,2026-03-13,65705.52,0.00,,45,true,medium,overdue,Invoice from Tiwari Insulation Materials
INV-0643,V037,Havells India Ltd,2026-02-26,2026-03-28,137646.16,137646.16,2026-05-18,30,false,,paid,Invoice from Havells India Ltd
INV-0003,V001,Sharma Precision Tools Pvt Ltd,2025-10-19,2025-11-18,213851.30,213851.30,2025-11-17,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0395,V019,Saxena Tooling Solutions,2025-12-14,2025-12-29,121710.15,121710.15,2025-12-31,,true,micro,paid,Invoice from Saxena Tooling Solutions
INV-0702,V042,Kirloskar Brothers,2026-02-11,2026-04-12,257858.31,257858.31,2026-04-21,60,false,,paid,Invoice from Kirloskar Brothers
INV-0535,V029,Hindustan Unilever Ltd,2026-02-19,2026-03-21,168688.63,0.00,,30,false,,overdue,Invoice from Hindustan Unilever Ltd
INV-0742,V044,Ashok Leyland Ltd,2026-02-07,2026-03-09,223436.54,223436.54,2026-03-06,30,false,,paid,Invoice from Ashok Leyland Ltd
INV-0250,V013,Nair Chemical Industries,2025-11-29,2025-12-29,77057.05,77057.05,2026-02-04,30,true,small,paid,Invoice from Nair Chemical Industries
INV-0042,V003,Patel Fabrication Works,2025-11-03,2025-11-18,384088.04,297063.04,2025-11-23,,true,micro,partially_paid,Invoice from Patel Fabrication Works
INV-0358,V018,Thakur Industrial Fasteners,2025-10-19,2026-01-17,32805.20,32805.20,2026-02-06,90,true,small,paid,Invoice from Thakur Industrial Fasteners
INV-0814,V049,NSK Bearings India,2026-02-14,2026-04-15,122202.01,122202.01,2026-04-13,60,false,,paid,Invoice from NSK Bearings India
INV-0074,V004,Reddy Industrial Supplies,2026-01-17,2026-03-18,136479.18,136479.18,2026-03-13,60,true,small,paid,Invoice from Reddy Industrial Supplies
INV-0235,V012,Banerjee Textiles,2026-03-08,2026-04-07,162497.28,162497.28,2026-06-05,30,true,medium,paid,Invoice from Banerjee Textiles
INV-0292,V015,Verma Welding Electrodes,2025-10-18,2025-11-17,6403.60,0.00,,30,true,micro,overdue,Invoice from Verma Welding Electrodes
INV-0464,V025,Reliance Industries Ltd,2026-02-27,2026-05-28,27503.59,16182.72,2026-06-17,90,false,,partially_paid,Invoice from Reliance Industries Ltd
INV-0373,V019,Saxena Tooling Solutions,2025-12-24,2026-02-07,45343.48,45343.48,2026-02-05,,true,micro,paid,Invoice from Saxena Tooling Solutions
INV-0776,V047,Timken India Ltd,2025-11-02,2025-12-17,166741.40,113652.95,2026-01-06,45,false,,partially_paid,Invoice from Timken India Ltd
INV-0071,V004,Reddy Industrial Supplies,2025-10-25,2025-12-24,126876.60,77355.49,2026-01-06,60,true,small,partially_paid,Invoice from Reddy Industrial Supplies
INV-0078,V005,Mehta Polymers & Plastics,2026-03-02,2026-04-01,440238.77,440238.77,2026-04-12,30,true,medium,paid,Invoice from Mehta Polymers & Plastics
INV-0333,V017,Pillai Electronics Assembly,2026-02-18,2026-03-20,175860.56,175860.56,2026-03-15,30,true,micro,paid,Invoice from Pillai Electronics Assembly
INV-0669,V040,Crompton Greaves,2025-12-05,2026-01-19,338123.94,338123.94,2026-01-17,45,false,,paid,Invoice from Crompton Greaves
INV-0785,V048,Schaeffler India,2025-11-05,2025-12-05,36616.63,0.00,,30,false,,overdue,Invoice from Schaeffler India
INV-0658,V039,Voltas Limited,2025-12-24,2026-02-22,421598.63,421598.63,2026-04-19,60,false,,paid,Invoice from Voltas Limited
INV-0196,V011,Deshmukh Rubber Products,2025-11-24,2026-01-08,346238.71,346238.71,2026-01-11,45,true,small,paid,Invoice from Deshmukh Rubber Products
INV-0062,V004,Reddy Industrial Supplies,2025-12-10,2026-02-08,136275.51,0.00,,60,true,small,overdue,Invoice from Reddy Industrial Supplies
INV-0257,V013,Nair Chemical Industries,2026-01-14,2026-02-13,231133.73,231133.73,2026-02-10,30,true,small,paid,Invoice from Nair Chemical Industries
INV-0638,V037,Havells India Ltd,2025-12-22,2026-01-21,304558.53,182066.41,2026-02-14,30,false,,partially_paid,Invoice from Havells India Ltd
INV-0355,V018,Thakur Industrial Fasteners,2025-10-26,2026-01-24,323280.96,0.00,,90,true,small,overdue,Invoice from Thakur Industrial Fasteners
INV-0037,V002,Gupta Electronics Components,2026-02-08,2026-03-25,190087.36,190087.36,2026-03-21,45,true,small,paid,Invoice from Gupta Electronics Components
INV-0318,V016,Mishra Casting Works,2025-11-10,2025-12-25,110305.71,45459.46,2025-12-28,45,true,small,partially_paid,Invoice from Mishra Casting Works
INV-0298,V015,Verma Welding Electrodes,2026-03-03,2026-04-02,240741.75,0.00,,30,true,micro,pending,Invoice from Verma Welding Electrodes
INV-0377,V019,Saxena Tooling Solutions,2026-03-15,2026-03-30,184485.85,0.00,,,true,micro,pending,Invoice from Saxena Tooling Solutions
INV-0807,V049,NSK Bearings India,2026-02-21,2026-04-22,106571.21,0.00,,60,false,,pending,Invoice from NSK Bearings India
INV-0028,V001,Sharma Precision Tools Pvt Ltd,2026-02-19,2026-03-21,80656.45,80656.45,2026-03-16,30,true,micro,paid,Invoice from Sharma Precision Tools Pvt Ltd
INV-0241,V013,Nair Chemical Industries,2026-02-08,2026-03-10,42039.98,0.00,,30,true,small,overdue,Invoice from Nair Chemical Industries
INV-0835,V051,ITC Limited,2026-01-31,2026-03-02,141115.98,141115.98,2026-03-12,30,false,,paid,Invoice from ITC Limited
INV-0510,V027,Larsen & Toubro Ltd,2025-10-06,2025-12-05,402808.00,402808.00,2025-12-02,60,false,,paid,Invoice from Larsen & Toubro Ltd
INV-0357,V018,Thakur Industrial Fasteners,2025-11-19,2026-02-17,223892.99,223892.99,2026-02-15,90,true,small,paid,Invoice from Thakur Industrial Fasteners
INV-0484,V026,Mahindra & Mahindra Ltd,2025-12-06,2026-01-20,186138.99,186138.99,2026-02-26,45,false,,paid,Invoice from Mahindra & Mahindra Ltd
INV-0619,V036,Bosch India Limited,2026-01-17,2026-03-18,100006.37,100006.37,2026-05-10,60,false,,paid,Invoice from Bosch India Limited
INV-0659,V039,Voltas Limited,2025-12-25,2026-02-23,222910.35,222910.35,2026-04-17,60,false,,paid,Invoice from Voltas Limited
INV-0170,V010,Kumar Metal Works,2026-02-01,2026-03-03,246337.22,0.00,,,true,micro,overdue,Invoice from Kumar Metal Works
INV-0216,V011,Deshmukh Rubber Products,2025-11-08,2025-12-23,413338.97,413338.97,2025-12-19,45,true,small,paid,Invoice from Deshmukh Rubber Products
INV-0799,V049,NSK Bearings India,2025-12-30,2026-02-28,167013.96,50769.67,2026-03-06,60,false,,partially_paid,Invoice from NSK Bearings India
INV-0744,V044,Ashok Leyland Ltd,2025-10-04,2025-11-03,154423.42,0.00,,30,false,,overdue,Invoice from Ashok Leyland Ltd
INV-0790,V048,Schaeffler India,2025-11-09,2025-12-09,6271.41,0.00,,30,false,,overdue,Invoice from Schaeffler India
INV-0739,V044,Ashok Leyland Ltd,2025-12-22,2026-01-21,447606.56,0.00,,30,false,,overdue,Invoice from Ashok Leyland Ltd
INV-0648,V038,Blue Star Limited,2026-03-13,2026-04-27,49361.33,29540.89,2026-05-22,45,false,,partially_paid,Invoice from Blue Star Limited
INV-0386,V019,Saxena Tooling Solutions,2025-11-19,2025-12-04,452467.30,452467.30,2026-01-10,,true,micro,paid,Invoice from Saxena Tooling Solutions
INV-0803,V049,NSK Bearings India,2026-01-16,2026-03-17,79530.36,0.00,,60,false,,overdue,Invoice from NSK Bearings India
INV-0390,V019,Saxena Tooling Solutions,2025-12-14,2025-12-29,279497.67,0.00,,,true,micro,overdue,Invoice from Saxena Tooling Solutions
INV-0657,V039,Voltas Limited,2026-02-13,2026-04-14,155805.71,0.00,,60,false,,pending,Invoice from Voltas Limited
INV-0287,V015,Verma Welding Electrodes,2026-02-24,2026-03-26,333070.53,199367.02,2026-03-26,30,true,micro,partially_paid,Invoice from Verma Welding Electrodes
INV-0589,V034,Siemens India Ltd,2025-11-04,2026-01-03,71375.91,71375.91,2026-01-02,60,false,,paid,Invoice from Siemens India Ltd
INV-0066,V004,Reddy Industrial Supplies,2025-11-01,2025-12-31,35174.00,35174.00,2025-12-31,60,true,small,paid,Invoice from Reddy Industrial Supplies
INV-0623,V036,Bosch India Limited,2026-02-27,2026-04-28,328599.18,0.00,,60,false,,pending,Invoice from Bosch India Limited
INV-0746,V044,Ashok Leyland Ltd,2025-12-14,2026-01-13,333931.86,108826.27,2026-02-02,30,false,,partially_paid,Invoice from Ashok Leyland Ltd
INV-0613,V035,ABB India Limited,2026-02-09,2026-03-26,9525.02,9525.02,2026-04-19,45,false,,paid,Invoice from ABB India Limited
INV-0854,V052,Bajaj Electricals,2025-11-13,2025-12-28,273351.68,273351.68,2025-12-28,45,false,,paid,Invoice from Bajaj Electricals
INV-0286,V015,Verma Welding Electrodes,2026-02-16,2026-03-18,474760.34,0.00,,30,true,micro,overdue,Invoice from Verma Welding Electrodes
INV-0337,V017,Pillai Electronics Assembly,2026-03-18,2026-04-17,251205.74,251205.74,2026-04-26,30,true,micro,paid,Invoice from Pillai Electronics Assembly
INV-0637,V037,Havells India Ltd,2026-03-06,2026-04-05,53354.46,53354.46,2026-04-05,30,false,,paid,Invoice from Havells India Ltd
INV-0784,V047,Timken India Ltd,2026-02-17,2026-04-03,386857.99,386857.99,2026-03-31,45,false,,paid,Invoice from Timken India Ltd
INV-0260,V013,Nair Chemical Industries,2025-10-02,2025-11-01,200923.84,200923.84,2025-10-27,30,true,small,paid,Invoice from Nair Chemical Industries
INV-0184,V010,Kumar Metal Works,2025-10-29,2025-11-13,149607.64,101194.02,2025-11-16,,true,micro,partially_paid,Invoice from Kumar Metal Works
INV-0759,V045,Cummins India Ltd,2026-02-25,2026-04-11,448813.51,448813.51,2026-04-11,45,false,,paid,Invoice from Cummins India Ltd
INV-0559,V032,Adani Enterprises Ltd,2026-03-14,2026-06-12,200994.61,0.00,,90,false,,pending,Invoice from Adani Enterprises Ltd
INV-0723,V043,Escorts Limited,2026-02-04,2026-03-21,165208.54,0.00,,45,false,,overdue,Invoice from Escorts Limited
